card_id,faction,row,type,strength,effect,rarity,ability_tags,name_group,bond_group,muster_group,display_name,effect_text,deck_limit,source_set
nr_poor_fucking_infantry_2,northern,melee,unit,1,tight_bond,Common,,poor_fucking_infantry,poor_fucking_infantry,,Проклятая пехота,Связка: карты одной группы умножают свою силу друг на друга.,1,witcher3_base
nr_poor_fucking_infantry_3,northern,melee,unit,1,tight_bond,Common,,poor_fucking_infantry,poor_fucking_infantry,,Проклятая пехота,Связка: карты одной группы умножают свою силу друг на друга.,1,witcher3_base
gwent_unit_06,northern,melee,unit,5,spy,Uncommon,,gwent_unit_06,,,Принц Стеннис,Шпион: кладется на сторону соперника и дает вам добор двух карт.,1,witcher3_base
gwent_unit_01,northern,melee,unit,1,none,Common,,gwent_unit_01,,,Реданский пехотинец,Без особого эффекта.,1,witcher3_base
gwent_unit_08,northern,ranged,unit,4,none,Common,,gwent_unit_08,,,Сабрина Глевиссиг,Без особого эффекта.,1,witcher3_base
nr_sheldon_skaggs,northern,ranged,unit,4,none,Common,,nr_sheldon_skaggs,,,Шелдон Скаггс,Без особого эффекта.,1,witcher3_base
gwent_unit_11,northern,siege,unit,6,none,Common,,gwent_unit_11,,,Осадная башня,Без особого эффекта.,1,witcher3_base
gwent_unit_02,northern,melee,unit,5,none,Common,,gwent_unit_02,,,Зигфрид из Денесле,Без особого эффекта.,1,witcher3_base
nr_sigismund_dijkstra,northern,melee,unit,4,spy,Uncommon,,nr_sigismund_dijkstra,,,Сигизмунд Дийкстра,Шпион: кладется на сторону соперника и дает вам добор двух карт.,1,witcher3_base
nr_sile_de_tansarville,northern,ranged,unit,5,none,Common,,nr_sile_de_tansarville,,,Шеала де Тансервилль,Без особого эффекта.,1,witcher3_base
nr_thaler,northern,siege,unit,1,spy,Uncommon,,nr_thaler,,,Талер,Шпион: кладется на сторону соперника и дает вам добор двух карт.,1,witcher3_base
gwent_unit_14,northern,siege,unit,6,none,Common,,nr_trebuchet,,,Требушет,Без особого эффекта.,1,witcher3_base
nr_trebuchet_2,northern,siege,unit,6,none,Common,,nr_trebuchet,,,Требушет,Без особого эффекта.,1,witcher3_base
nr_vernon_roche,northern,melee,unit,10,hero,Hero,,nr_vernon_roche,,,Вернон Роше,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
nr_ves,northern,melee,unit,5,none,Common,,nr_ves,,,Вес,Без особого эффекта.,1,witcher3_base
nr_yarpen_zigrin,northern,melee,unit,2,none,Common,,nr_yarpen_zigrin,,,Ярпен Зигрин,Без особого эффекта.,1,witcher3_base
ng_albrich,nilfgaard,ranged,unit,2,none,Common,,ng_albrich,,,Альбрых,Без особого эффекта.,1,witcher3_base
ng_assire_var_anahid,nilfgaard,ranged,unit,6,none,Common,,ng_assire_var_anahid,,,Ассирэ вар Анагыд,Без особого эффекта.,1,witcher3_base
ng_black_infantry_archer_1,nilfgaard,ranged,unit,10,none,Common,,ng_black_infantry_archer,,,Лучник Черной пехоты,Без особого эффекта.,1,witcher3_base
ng_black_infantry_archer_2,nilfgaard,ranged,unit,10,none,Common,,ng_black_infantry_archer,,,Лучник Черной пехоты,Без особого эффекта.,1,witcher3_base
ng_cahir,nilfgaard,melee,unit,6,none,Common,,ng_cahir,,,Кагыр Маур Дыффин аэп Кеаллах,Без особого эффекта.,1,witcher3_base
ng_cynthia,nilfgaard,ranged,unit,4,none,Common,,ng_cynthia,,,Цинтия,Без особого эффекта.,1,witcher3_base
ng_etolian_auxiliary_archers_1,nilfgaard,ranged,unit,1,medic,Common,,ng_etolian_auxiliary_archers,,,Этолийские вспомогательные лучники,Лекарь: выбирает обычную карту из вашего сброса и сразу играет ее.,1,witcher3_base
ng_etolian_auxiliary_archers_2,nilfgaard,ranged,unit,1,medic,Common,,ng_etolian_auxiliary_archers,,,Этолийские вспомогательные лучники,Лекарь: выбирает обычную карту из вашего сброса и сразу играет ее.,1,witcher3_base
ng_fringilla_vigo,nilfgaard,ranged,unit,6,none,Common,,ng_fringilla_vigo,,,Фрингилья Виго,Без особого эффекта.,1,witcher3_base
ng_heavy_zerrikanian_fire_scorpion,nilfgaard,siege,unit,10,none,Common,,ng_heavy_zerrikanian_fire_scorpion,,,Тяжелый зэрриканский огненный скорпион,Без особого эффекта.,1,witcher3_base
ng_impera_brigade_guard_1,nilfgaard,melee,unit,3,tight_bond,Common,,impera_brigade_guard,impera_brigade_guard,,Гвардеец бригады Импера,Связка: карты одной группы умножают свою силу друг на друга.,1,witcher3_base
ng_impera_brigade_guard_2,nilfgaard,melee,unit,3,tight_bond,Common,,impera_brigade_guard,impera_brigade_guard,,Гвардеец бригады Импера,Связка: карты одной группы умножают свою силу друг на друга.,1,witcher3_base
ng_impera_brigade_guard_3,nilfgaard,melee,unit,3,tight_bond,Common,,impera_brigade_guard,impera_brigade_guard,,Гвардеец бригады Импера,Связка: карты одной группы умножают свою силу друг на друга.,1,witcher3_base
ng_impera_brigade_guard_4,nilfgaard,melee,unit,3,tight_bond,Common,,impera_brigade_guard,impera_brigade_guard,,Гвардеец бригады Импера,Связка: карты одной группы умножают свою силу друг на друга.,1,witcher3_base
ng_letho_of_gulet,nilfgaard,melee,unit,10,hero,Hero,,ng_letho_of_gulet,,,Лето из Гулеты,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
ng_menno_coehoorn,nilfgaard,melee,unit,10,hero,Hero,medic,ng_menno_coehoorn,,,Менно Коегоорн,"Герой: не подвержен погоде, казни, рогу и большинству способностей.; Лекарь: выбирает обычную карту из вашего сброса и сразу играет ее.",1,witcher3_base
ng_morteisen,nilfgaard,melee,unit,3,none,Common,,ng_morteisen,,,Мортейзен,Без особого эффекта.,1,witcher3_base
ng_morvran_voorhis,nilfgaard,siege,unit,10,hero,Hero,,ng_morvran_voorhis,,,Морвран Воорхис,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
ng_nausicaa_cavalry_rider_1,nilfgaard,melee,unit,2,tight_bond,Common,,nausicaa_cavalry_rider,nausicaa_cavalry_rider,,Всадник кавалерии Наузикаа,Связка: карты одной группы умножают свою силу друг на друга.,1,witcher3_base
ng_nausicaa_cavalry_rider_2,nilfgaard,melee,unit,2,tight_bond,Common,,nausicaa_cavalry_rider,nausicaa_cavalry_rider,,Всадник кавалерии Наузикаа,Связка: карты одной группы умножают свою силу друг на друга.,1,witcher3_base
ng_nausicaa_cavalry_rider_3,nilfgaard,melee,unit,2,tight_bond,Common,,nausicaa_cavalry_rider,nausicaa_cavalry_rider,,Всадник кавалерии Наузикаа,Связка: карты одной группы умножают свою силу друг на друга.,1,witcher3_base
ng_puttkammer,nilfgaard,ranged,unit,3,none,Common,,ng_puttkammer,,,Путткамер,Без особого эффекта.,1,witcher3_base
ng_rainfarn,nilfgaard,melee,unit,4,none,Common,,ng_rainfarn,,,Райнфарн,Без особого эффекта.,1,witcher3_base
ng_renuald_aep_matsen,nilfgaard,ranged,unit,5,none,Common,,ng_renuald_aep_matsen,,,Ренуальд аэп Матсен,Без особого эффекта.,1,witcher3_base
ng_rotten_mangonel,nilfgaard,siege,unit,3,none,Common,,ng_rotten_mangonel,,,Гнилая мангонель,Без особого эффекта.,1,witcher3_base
gwent_unit_21,nilfgaard,melee,unit,7,spy,Uncommon,,gwent_unit_21,,,Шилярд Фиц-Эстерлен,Шпион: кладется на сторону соперника и дает вам добор двух карт.,1,witcher3_base
ng_siege_engineer_1,nilfgaard,siege,unit,6,none,Common,,ng_siege_engineer,,,Осадный инженер,Без особого эффекта.,1,witcher3_base
ng_siege_engineer_2,nilfgaard,siege,unit,6,none,Common,,ng_siege_engineer,,,Осадный инженер,Без особого эффекта.,1,witcher3_base
gwent_unit_22,nilfgaard,siege,unit,0,medic,Uncommon,,gwent_unit_22,,,Осадный техник,Лекарь: выбирает обычную карту из вашего сброса и сразу играет ее.,1,witcher3_base
ng_stefan_skellen,nilfgaard,melee,unit,9,spy,Uncommon,,ng_stefan_skellen,,,Стефан Скеллен,Шпион: кладется на сторону соперника и дает вам добор двух карт.,1,witcher3_base
ng_sweers,nilfgaard,ranged,unit,2,none,Common,,ng_sweers,,,Свирс,Без особого эффекта.,1,witcher3_base
ng_tibor_eggebracht,nilfgaard,ranged,unit,10,hero,Hero,,ng_tibor_eggebracht,,,Тибор Эггебрахт,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
ng_vanhemar,nilfgaard,ranged,unit,4,none,Common,,ng_vanhemar,,,Вангемар,Без особого эффекта.,1,witcher3_base
ng_vattier_de_rideaux,nilfgaard,melee,unit,4,spy,Uncommon,,ng_vattier_de_rideaux,,,Ватье де Ридо,Шпион: кладется на сторону соперника и дает вам добор двух карт.,1,witcher3_base
ng_vreemde,nilfgaard,melee,unit,2,none,Common,,ng_vreemde,,,Вреемде,Без особого эффекта.,1,witcher3_base
ng_young_emissary_1,nilfgaard,melee,unit,5,tight_bond,Common,,young_emissary,young_emissary,,Молодой посол,Связка: карты одной группы умножают свою силу друг на друга.,1,witcher3_base
ng_young_emissary_2,nilfgaard,melee,unit,5,tight_bond,Common,,young_emissary,young_emissary,,Молодой посол,Связка: карты одной группы умножают свою силу друг на друга.,1,witcher3_base
ng_zerrikanian_fire_scorpion,nilfgaard,siege,unit,5,none,Common,,ng_zerrikanian_fire_scorpion,,,Зэрриканский огненный скорпион,Без особого эффекта.,1,witcher3_base
gwent_unit_17,scoiatael,melee,unit,6,agile,Common,,gwent_unit_17,,,Барклай Эльс,Гибкая карта: может быть сыграна в ближний или дальний ряд.,1,witcher3_base
sc_ciaran,scoiatael,melee,unit,3,agile,Common,,sc_ciaran,,,Киаран аэп Эасниллен,Гибкая карта: может быть сыграна в ближний или дальний ряд.,1,witcher3_base
sc_dennis_cranmer,scoiatael,melee,unit,6,none,Common,,sc_dennis_cranmer,,,Деннис Кранмер,Без особого эффекта.,1,witcher3_base
sc_dol_blathanna_archer,scoiatael,ranged,unit,4,none,Common,,sc_dol_blathanna_archer,,,Лучник Дол Блатанны,Без особого эффекта.,1,witcher3_base
sc_dol_blathanna_scout_1,scoiatael,melee,unit,6,agile,Common,,sc_dol_blathanna_scout,,,Разведчик Дол Блатанны,Гибкая карта: может быть сыграна в ближний или дальний ряд.,1,witcher3_base
sc_dol_blathanna_scout_2,scoiatael,melee,unit,6,agile,Common,,sc_dol_blathanna_scout,,,Разведчик Дол Блатанны,Гибкая карта: может быть сыграна в ближний или дальний ряд.,1,witcher3_base
sc_dol_blathanna_scout_3,scoiatael,melee,unit,6,agile,Common,,sc_dol_blathanna_scout,,,Разведчик Дол Блатанны,Гибкая карта: может быть сыграна в ближний или дальний ряд.,1,witcher3_base
gwent_unit_18,scoiatael,melee,unit,3,muster,Common,,sc_dwarven_skirmisher,,dwarven_skirmisher,Краснолюд-застрельщик,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
sc_dwarven_skirmisher_2,scoiatael,melee,unit,3,muster,Common,,sc_dwarven_skirmisher,,dwarven_skirmisher,Краснолюд-застрельщик,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
sc_dwarven_skirmisher_3,scoiatael,melee,unit,3,muster,Common,,sc_dwarven_skirmisher,,dwarven_skirmisher,Краснолюд-застрельщик,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
sc_eithne,scoiatael,ranged,unit,10,hero,Hero,,sc_eithne,,,Эитнэ,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
sc_elven_skirmisher_1,scoiatael,ranged,unit,2,muster,Common,,sc_elven_skirmisher,,elven_skirmisher,Эльф-застрельщик,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
sc_elven_skirmisher_2,scoiatael,ranged,unit,2,muster,Common,,sc_elven_skirmisher,,elven_skirmisher,Эльф-застрельщик,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
sc_elven_skirmisher_3,scoiatael,ranged,unit,2,muster,Common,,sc_elven_skirmisher,,elven_skirmisher,Эльф-застрельщик,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
sc_filavandrel,scoiatael,melee,unit,6,agile,Common,,sc_filavandrel,,,Филавандрель аэн Фидаиль,Гибкая карта: может быть сыграна в ближний или дальний ряд.,1,witcher3_base
sc_havekar_healer_1,scoiatael,ranged,unit,0,medic,Common,,sc_havekar_healer,,,Гавенкар-лекарь,Лекарь: выбирает обычную карту из вашего сброса и сразу играет ее.,1,witcher3_base
sc_havekar_healer_2,scoiatael,ranged,unit,0,medic,Common,,sc_havekar_healer,,,Гавенкар-лекарь,Лекарь: выбирает обычную карту из вашего сброса и сразу играет ее.,1,witcher3_base
sc_havekar_healer_3,scoiatael,ranged,unit,0,medic,Common,,sc_havekar_healer,,,Гавенкар-лекарь,Лекарь: выбирает обычную карту из вашего сброса и сразу играет ее.,1,witcher3_base
sc_havekar_smuggler_1,scoiatael,melee,unit,5,muster,Common,,sc_havekar_smuggler,,havekar_smuggler,Гавенкар-контрабандист,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
sc_havekar_smuggler_2,scoiatael,melee,unit,5,muster,Common,,sc_havekar_smuggler,,havekar_smuggler,Гавенкар-контрабандист,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
sc_havekar_smuggler_3,scoiatael,melee,unit,5,muster,Common,,sc_havekar_smuggler,,havekar_smuggler,Гавенкар-контрабандист,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
sc_ida_emean,scoiatael,ranged,unit,6,none,Common,,sc_ida_emean,,,Ида Эмеан аэп Сивней,Без особого эффекта.,1,witcher3_base
sc_iorveth,scoiatael,ranged,unit,10,hero,Hero,,sc_iorveth,,,Иорвет,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
rare_gwent_01,scoiatael,melee,unit,10,hero,Hero,morale,rare_gwent_01,,,Изенгрим Фаоильтиарна,"Герой: не подвержен погоде, казни, рогу и большинству способностей.; Боевой дух: дает +1 всем другим обычным картам в этом ряду.",1,witcher3_base
sc_mahakaman_defender_1,scoiatael,melee,unit,5,none,Common,,sc_mahakaman_defender,,,Защитник Махакам,Без особого эффекта.,1,witcher3_base
sc_mahakaman_defender_2,scoiatael,melee,unit,5,none,Common,,sc_mahakaman_defender,,,Защитник Махакам,Без особого эффекта.,1,witcher3_base
sc_mahakaman_defender_3,scoiatael,melee,unit,5,none,Common,,sc_mahakaman_defender,,,Защитник Махакам,Без особого эффекта.,1,witcher3_base
sc_mahakaman_defender_4,scoiatael,melee,unit,5,none,Common,,sc_mahakaman_defender,,,Защитник Махакам,Без особого эффекта.,1,witcher3_base
sc_mahakaman_defender_5,scoiatael,melee,unit,5,none,Common,,sc_mahakaman_defender,,,Защитник Махакам,Без особого эффекта.,1,witcher3_base
sc_milva,scoiatael,ranged,unit,10,morale,Uncommon,,sc_milva,,,Мильва,Боевой дух: дает +1 всем другим обычным картам в этом ряду.,1,witcher3_base
sc_riordain,scoiatael,ranged,unit,1,none,Common,,sc_riordain,,,Риордаин,Без особого эффекта.,1,witcher3_base
sc_saesenthessis,scoiatael,ranged,unit,10,hero,Hero,,sc_saesenthessis,,,Саэсентессис,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
sc_toruviel,scoiatael,ranged,unit,2,none,Common,,sc_toruviel,,,Торувьель,Без особого эффекта.,1,witcher3_base
sc_vrihedd_brigade_recruit,scoiatael,ranged,unit,4,none,Common,,sc_vrihedd_brigade_recruit,,,Новобранец бригады Врихедд,Без особого эффекта.,1,witcher3_base
sc_vrihedd_brigade_veteran_1,scoiatael,melee,unit,5,agile,Common,,sc_vrihedd_brigade_veteran,,,Ветеран бригады Врихедд,Гибкая карта: может быть сыграна в ближний или дальний ряд.,1,witcher3_base
sc_vrihedd_brigade_veteran_2,scoiatael,melee,unit,5,agile,Common,,sc_vrihedd_brigade_veteran,,,Ветеран бригады Врихедд,Гибкая карта: может быть сыграна в ближний или дальний ряд.,1,witcher3_base
sc_yaevinn,scoiatael,melee,unit,6,agile,Common,,sc_yaevinn,,,Яевинн,Гибкая карта: может быть сыграна в ближний или дальний ряд.,1,witcher3_base
mo_arachas_1,monsters,melee,unit,4,muster,Common,,mo_arachas,,arachas,Арахас,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_arachas_2,monsters,melee,unit,4,muster,Common,,mo_arachas,,arachas,Арахас,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_arachas_3,monsters,melee,unit,4,muster,Common,,mo_arachas,,arachas,Арахас,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_arachas_behemoth,monsters,siege,unit,6,muster,Common,,mo_arachas_behemoth,,arachas,Арахас-бегемот,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_botchling,monsters,melee,unit,4,none,Common,,mo_botchling,,,Игоша,Без особого эффекта.,1,witcher3_base
mo_celaeno_harpy,monsters,melee,unit,2,agile,Common,,mo_celaeno_harpy,,,Гарпия келено,Гибкая карта: может быть сыграна в ближний или дальний ряд.,1,witcher3_base
mo_cockatrice,monsters,ranged,unit,2,none,Common,,mo_cockatrice,,,Кокатрикс,Без особого эффекта.,1,witcher3_base
mo_crone_brewess,monsters,melee,unit,6,muster,Common,,mo_crone_brewess,,crones,Ведьма: Кухарка,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_crone_weavess,monsters,melee,unit,6,muster,Common,,mo_crone_weavess,,crones,Ведьма: Пряха,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_crone_whispess,monsters,melee,unit,6,muster,Common,,mo_crone_whispess,,crones,Ведьма: Шептуха,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_draug,monsters,melee,unit,10,hero,Hero,,mo_draug,,,Драуг,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
mo_earth_elemental,monsters,siege,unit,6,none,Common,,mo_earth_elemental,,,Земной элементаль,Без особого эффекта.,1,witcher3_base
mo_endrega,monsters,ranged,unit,2,none,Common,,mo_endrega,,,Эндриага,Без особого эффекта.,1,witcher3_base
mo_fiend,monsters,melee,unit,6,none,Common,,mo_fiend,,,Бес,Без особого эффекта.,1,witcher3_base
mo_fire_elemental,monsters,siege,unit,6,none,Common,,mo_fire_elemental,,,Огненный элементаль,Без особого эффекта.,1,witcher3_base
mo_foglet,monsters,melee,unit,2,none,Common,,mo_foglet,,,Туманник,Без особого эффекта.,1,witcher3_base
mo_forktail,monsters,melee,unit,5,none,Common,,mo_forktail,,,Вилохвост,Без особого эффекта.,1,witcher3_base
mo_frightener,monsters,melee,unit,5,none,Common,,mo_frightener,,,Пугач,Без особого эффекта.,1,witcher3_base
mo_gargoyle,monsters,ranged,unit,2,none,Common,,mo_gargoyle,,,Гаргулья,Без особого эффекта.,1,witcher3_base
mo_ghoul_1,monsters,melee,unit,1,muster,Common,,mo_ghoul,,ghoul,Гуль,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_ghoul_2,monsters,melee,unit,1,muster,Common,,mo_ghoul,,ghoul,Гуль,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_ghoul_3,monsters,melee,unit,1,muster,Common,,mo_ghoul,,ghoul,Гуль,Сбор: вытаскивает из руки и колоды все карты той же группы.,1,witcher3_base
mo_grave_hag,monsters,ranged,unit,5,none,Common,,mo_grave_hag,,,Кладбищенская баба,Без особого эффекта.,1,witcher3_base
mo_griffin,monsters,melee,unit,5,none,Common,,mo_griffin,,,Грифон,Без особого эффекта.,1,witcher3_base
mo_harpy,monsters,melee,unit,2,agile,Common,,mo_harpy,,,Гарпия,Гибкая карта: может быть сыграна в ближний или дальний ряд.,1,witcher3_base
mo_ice_giant,monsters,siege,unit,5,none,Common,,mo_ice_giant,,,Ледяной великан,Без особого эффекта.,1,witcher3_base
mo_imlerith,monsters,melee,unit,10,hero,Hero,,mo_imlerith,,,Имлерих,"Герой: не подвержен погоде, казни, рогу и большинству способностей.",1,witcher3_base
